,movie,chapter,character,dialog,movie_number
6443,Harry Potter and the Deathly Hallows Part 1,Bathilda's Secret,Harry Potter,And Dumbledore believed in it?,7
6444,Harry Potter and the Deathly Hallows Part 1,Bathilda's Secret,Hermione Granger,Yes.,7
6445,Harry Potter and the Deathly Hallows Part 1,Bathilda's Secret,Harry Potter,'For the Greater Good.'  What does that mean?,7
6446,Harry Potter and the Deathly Hallows Part 1,Bathilda's Secret,Hermione Granger,"It was something Dumbledore came up with.  He believed wizards were superior and should rule over Muggles, but gently, for their own good.  Grindelwald took a more violent position.",7
6447,Harry Potter and the Deathly Hallows Part 1,Bathilda's Secret,Hermione Granger,"It was a different time, Harry. It was one summer.  Dumbledore was young --",7
6448,Harry Potter and the Deathly Hallows Part 1,Bathilda's Secret,Harry Potter,"We're young, Hermione.  And here we are, risking our lives to fight against the very thing Dumbledore supported.",7
6449,Harry Potter and the Deathly Hallows Part 1,Bathilda's Secret,Hermione Granger,"He changed, Harry.  Years later, it was Dumbledore who put Grindelwald in prison.",7
6450,Harry Potter and the Deathly Hallows Part 1,Bathilda's Secret,Harry Potter,Where's my wand?  I'll take the watch.,7
6451,Harry Potter and the Deathly Hallows Part 1,Bathilda's Secret,Harry Potter,Hermione.  Where's my wand?,7
6452,Harry Potter and the Deathly Hallows Part 1,Bathilda's Secret,Hermione Granger,"It's my fault.  As we were leaving Godric's Hollow, I cast a curse and it rebounded... I'm sorry, Harry, I tried to mend it but wands are different --",7
6453,Harry Potter and the Deathly Hallows Part 1,Bathilda's Secret,Harry Potter,It's done.,7
6454,Harry Potter and the Deathly Hallows Part 1,Bathilda's Secret,Hermione Granger,Maybe we can --,7
6455,Harry Potter and the Deathly Hallows Part 1,Bathilda's Secret,Harry Potter,It's done.,7
6456,Harry Potter and the Deathly Hallows Part 1,Sword of Gryffindor,Harry Potter,Leave me yours.  You get back in the warm.  And give me that.,7
6457,Harry Potter and the Deathly Hallows Part 1,Sword of Gryffindor,Hermione Granger,"He loved you, Harry.  I know he loved you.",7
6458,Harry Potter and the Deathly Hallows Part 1,Sword of Gryffindor,Harry Potter,No...,7
6459,Harry Potter and the Deathly Hallows Part 1,Sword of Gryffindor,Harry Potter,Lumos! Accio Sword.,7
6460,Harry Potter and the Deathly Hallows Part 1,Sword of Gryffindor,Harry Potter,Diffindo.,7
6461,Harry Potter and the Deathly Hallows Part 1,Sword of Gryffindor,Harry Potter,Hermione...,7
6462,Harry Potter and the Deathly Hallows Part 1,Sword of Gryffindor,Ron Weasley,Are -- you -- mental?,7
6463,Harry Potter and the Deathly Hallows Part 1,Sword of Gryffindor,Harry Potter,It was you!,7
6464,Harry Potter and the Deathly Hallows Part 1,Sword of Gryffindor,Ron Weasley,"Well, yeah.  Bit obvious, I'd think.",7
6465,Harry Potter and the Deathly Hallows Part 1,Sword of Gryffindor,Harry Potter,And the doe.  That was you as well.,7
6466,Harry Potter and the Deathly Hallows Part 1,Sword of Gryffindor,Ron Weasley,No.  I reckoned it was you.,7
6467,Harry Potter and the Deathly Hallows Part 1,Sword of Gryffindor,Harry Potter,My Patronus is a stag.,7
6468,Harry Potter and the Deathly Hallows Part 1,Sword of Gryffindor,Ron Weasley,Right.  Antlers.,7
6469,Harry Potter and the Deathly Hallows Part 1,Sword of Gryffindor,Harry Potter,You didn't see anyone else?,7
6470,Harry Potter and the Deathly Hallows Part 1,Sword of Gryffindor,Ron Weasley,"No, I... I did think maybe I saw something -- when I was running -- over there --",7
6471,Harry Potter and the Deathly Hallows Part 1,Sword of Gryffindor,Ron Weasley,Anything?,7
6472,Harry Potter and the Deathly Hallows Part 1,Sword of Gryffindor,Harry Potter,"But I reckon whoever cast the doe, put the sword in that pool hoping we'd find it.",7
6473,Harry Potter and the Deathly Hallows Part 1,Sword of Gryffindor,Ron Weasley,"And we did, didn't we?",7
6474,Harry Potter and the Deathly Hallows Part 1,Sword of Gryffindor,Harry Potter,See that?  It knows.  It's afraid. Do it.,7
6475,Harry Potter and the Deathly Hallows Part 1,Sword of Gryffindor,Ron Weasley,"What?  No.  Harry.  That thing's bad for me.  I can't handle it. I'm not making excuses for how I acted, but that thing affects me more than it affects you and Hermione.  It made me think stuff -- stuff I was thinking anyway, but it made everything worse.",7
6476,Harry Potter and the Deathly Hallows Part 1,Sword of Gryffindor,Harry Potter,All the more reason.,7
6477,Harry Potter and the Deathly Hallows Part 1,Sword of Gryffindor,Ron Weasley,No.  I can't --,7
6478,Harry Potter and the Deathly Hallows Part 1,Sword of Gryffindor,Harry Potter,Then why are you here?  Why did you come back?,7
6479,Harry Potter and the Deathly Hallows Part 1,Sword of Gryffindor,Harry Potter,"I'll have to speak to it in order for it to open.  When it does, don't hesitate.  I don't know what's in here, but it'll put up a fight.  The bit of Riddle that was in his diary tried to kill me.",7
6480,Harry Potter and the Deathly Hallows Part 1,Sword of Gryffindor,Harry Potter,On three.  One.  Two.  Three. Take me inside...,7
6481,Harry Potter and the Deathly Hallows Part 1,Sword of Gryffindor,Harry Potter,"Stab it, Ron.  Now.",7
6482,Harry Potter and the Deathly Hallows Part 1,Sword of Gryffindor,Voldemort,I have seen your heart and it is mine...,7
6483,Harry Potter and the Deathly Hallows Part 1,Sword of Gryffindor,Harry Potter,Don't listen to it.,7
6484,Harry Potter and the Deathly Hallows Part 1,Sword of Gryffindor,Harry Potter,Ron.  Don't listen to it!,7
6485,Harry Potter and the Deathly Hallows Part 1,Sword of Gryffindor,Harry Potter,Ron.  Stab it!,7
6486,Harry Potter and the Deathly Hallows Part 1,Sword of Gryffindor,Harry Potter,"We were better without you, happier without you.",7
6487,Harry Potter and the Deathly Hallows Part 1,Sword of Gryffindor,Hermione Granger,"Who could look at you beside Harry Potter?  What are you, compared with the Chosen One...?",7
6488,Harry Potter and the Deathly Hallows Part 1,Sword of Gryffindor,Harry Potter,Ron.  It lies!  Stab it!  STAB IT!,7
6489,Harry Potter and the Deathly Hallows Part 1,Sword of Gryffindor,Harry Potter,Your mother confessed that she would have preferred me as a son...,7
6490,Harry Potter and the Deathly Hallows Part 1,Sword of Gryffindor,Hermione Granger,"Who wouldn't prefer him, what woman would take you, you are nothing, nothing, nothing to him...",7
6491,Harry Potter and the Deathly Hallows Part 1,Sword of Gryffindor,Harry Potter,"Do it, Ron!  Kill it!",7
6492,Harry Potter and the Deathly Hallows Part 1,Sword of Gryffindor,Harry Potter,"After you left, she cried for a week.  She's like my sister.",7
6493,Harry Potter and the Deathly Hallows Part 1,Sword of Gryffindor,Ron Weasley,I'm sorry.  I'm sorry I left.,7
6494,Harry Potter and the Deathly Hallows Part 1,Sword of Gryffindor,Harry Potter,You've sort of made up for it tonight.  Getting the sword. Finishing off the Horcrux.,7
6495,Harry Potter and the Deathly Hallows Part 1,Sword of Gryffindor,Ron Weasley,Saving your life.,7
6496,Harry Potter and the Deathly Hallows Part 1,Sword of Gryffindor,Harry Potter,That too.,7
6497,Harry Potter and the Deathly Hallows Part 1,Sword of Gryffindor,Ron Weasley,And just think of it.  Only three to go.,7
6498,Harry Potter and the Deathly Hallows Part 1,Sword of Gryffindor,Harry Potter,Hermione!,7
6499,Harry Potter and the Deathly Hallows Part 1,Sword of Gryffindor,Hermione Granger,Everything all right?,7
6500,Harry Potter and the Deathly Hallows Part 1,Sword of Gryffindor,Harry Potter,Fine.  Actually... more than fine.,7
6501,Harry Potter and the Deathly Hallows Part 1,Sword of Gryffindor,Ron Weasley,Hey.,7
6502,Harry Potter and the Deathly Hallows Part 1,Sword of Gryffindor,Ron Weasley,Wo -- hey -- ouch!,7
6503,Harry Potter and the Deathly Hallows Part 1,Sword of Gryffindor,Hermione Granger,"You -- complete -- arse -- Ronald -- Weasley!  You crawl back here after all these weeks and say, 'Hey?' Where's my wand?  Harry, where's my wand!",7
6504,Harry Potter and the Deathly Hallows Part 1,Sword of Gryffindor,Harry Potter,Um... I don't know?,7
6505,Harry Potter and the Deathly Hallows Part 1,Sword of Gryffindor,Hermione Granger,"Harry Potter, you give me my wand!",7
6506,Harry Potter and the Deathly Hallows Part 1,Sword of Gryffindor,Ron Weasley,How come he's got your wand?,7
6507,Harry Potter and the Deathly Hallows Part 1,Sword of Gryffindor,Hermione Granger,Never mind why he's got my wand --,7
6508,Harry Potter and the Deathly Hallows Part 1,Sword of Gryffindor,Hermione Granger,What is that?,7
6509,Harry Potter and the Deathly Hallows Part 1,Sword of Gryffindor,Hermione Granger,You destroyed it?,7
6510,Harry Potter and the Deathly Hallows Part 1,Sword of Gryffindor,Harry Potter,It's a long story.,7
6511,Harry Potter and the Deathly Hallows Part 1,Sword of Gryffindor,Hermione Granger,Don't think this changes anything.,7
6512,Harry Potter and the Deathly Hallows Part 1,Sword of Gryffindor,Ron Weasley,"No, of course not.  I only destroyed a bloody freaking Horcrux!  Why would that change anything!  Do you know what it was like for me to hear those words coming from you!  To see you doing those things --",7
6513,Harry Potter and the Deathly Hallows Part 1,Sword of Gryffindor,Hermione Granger,See me doing what things?,7
6514,Harry Potter and the Deathly Hallows Part 1,Sword of Gryffindor,Hermione Granger,What happened out there?,7
6515,Harry Potter and the Deathly Hallows Part 1,Sword of Gryffindor,Harry Potter,It's a long story.,7
6516,Harry Potter and the Deathly Hallows Part 1,Lighting the Way Back,Ron Weasley,"Look, I wanted to come back the minute I'd left.  I just... didn't know how to find you.",7
6517,Harry Potter and the Deathly Hallows Part 1,Lighting the Way Back,Harry Potter,Exactly how did you find us?,7
6518,Harry Potter and the Deathly Hallows Part 1,Lighting the Way Back,Ron Weasley,With this.,7
6519,Harry Potter and the Deathly Hallows Part 1,Lighting the Way Back,Ron Weasley,"It doesn't just turn off lights. I don't know exactly how it works, but Christmas morning I -- I was sleeping -- in this little pub-- I'd given some Snatchers the slip the night before, me being a blood- traitor and all -- anyway, I was sleeping when I heard it...",7
6520,Harry Potter and the Deathly Hallows Part 1,Lighting the Way Back,Harry Potter,It?,7
6521,Harry Potter and the Deathly Hallows Part 1,Lighting the Way Back,Ron Weasley,A voice.,7
6522,Harry Potter and the Deathly Hallows Part 1,Lighting the Way Back,Ron Weasley,"Your voice, Hermione.  Coming out of this.",7
6523,Harry Potter and the Deathly Hallows Part 1,Lighting the Way Back,Hermione Granger,And what may I ask did I say?,7
6524,Harry Potter and the Deathly Hallows Part 1,Lighting the Way Back,Ron Weasley,My name.  Just my name.  Like a whisper.,7
6525,Harry Potter and the Deathly Hallows Part 1,Lighting the Way Back,Ron Weasley,So I took this and I clicked it and this tiny ball of light appeared.  And I knew.,7
6526,Harry Potter and the Deathly Hallows Part 1,Lighting the Way Back,Harry Potter,Knew what?,7
6527,Harry Potter and the Deathly Hallows Part 1,Lighting the Way Back,Ron Weasley,"Just knew.  On account of Hermione's voice.  And sure enough, it floated toward me, the ball of light, right to my chest and then -- went straight through -- right here.",7
6528,Harry Potter and the Deathly Hallows Part 1,Lighting the Way Back,Ron Weasley,"I could feel it inside me.  It was warm, like the first sip of a good cup of tea.  And I knew it would take me where I needed to go.",7
6529,Harry Potter and the Deathly Hallows Part 1,Lighting the Way Back,Ron Weasley,So I Disapparated and came out on this hillside.  It was dark.  I didn't have any idea where I was. I just had to hope one of you would show yourselves in the end. And you did.,7
6530,Harry Potter and the Deathly Hallows Part 1,Lighting the Way Back,Ron Weasley,I've always liked it.  These flames Hermione makes.,7
6531,Harry Potter and the Deathly Hallows Part 1,Lighting the Way Back,Ron Weasley,How long you reckon she'll stay mad at me?,7
6532,Harry Potter and the Deathly Hallows Part 1,Lighting the Way Back,Harry Potter,Keep talking 'bout that little ball of light touching your heart -- she'll come round.,7
6533,Harry Potter and the Deathly Hallows Part 1,Lighting the Way Back,Ron Weasley,It was true.  Every word.,7
6534,Harry Potter and the Deathly Hallows Part 1,Lighting the Way Back,Ron Weasley,"Bloody hell.  I just realized. You need a wand, right?",7
6535,Harry Potter and the Deathly Hallows Part 1,Lighting the Way Back,Harry Potter,Yeah...,7
6536,Harry Potter and the Deathly Hallows Part 1,Lighting the Way Back,Ron Weasley,"Well, I've got one.  Here.  It's Blackthorn, ten inches, nothing special, but I reckon it'll do.  I took it off a Snatcher a few weeks back.",7
6537,Harry Potter and the Deathly Hallows Part 1,Lighting the Way Back,Ron Weasley,"Don't tell Hermione, but they're a bit dim, Snatchers.  This one was definitely part Troll.  The smell off him...",7
6538,Harry Potter and the Deathly Hallows Part 1,Lighting the Way Back,Harry Potter,Engorgio.,7
6539,Harry Potter and the Deathly Hallows Part 1,Lighting the Way Back,Ron Weasley,Wo.,7
6540,Harry Potter and the Deathly Hallows Part 1,Lighting the Way Back,Harry Potter,Reducio!,7
6541,Harry Potter and the Deathly Hallows Part 1,Lighting the Way Back,Hermione Granger,What's going on in there?,7
6542,Harry Potter and the Deathly Hallows Part 1,Lighting the Way Back,Harry Potter,Nothing.,7
6543,Harry Potter and the Deathly Hallows Part 1,Lighting the Way Back,Ron Weasley,Nothing.,7
6544,Harry Potter and the Deathly Hallows Part 1,Lighting the Way Back,Ron Weasley,"Maybe a bit more practice, eh?",7
6545,Harry Potter and the Deathly Hallows Part 1,Lighting the Way Back,Hermione Granger,We need to talk.,7
6546,Harry Potter and the Deathly Hallows Part 1,Lighting the Way Back,Ron Weasley,All right.,7
6547,Harry Potter and the Deathly Hallows Part 1,Lighting the Way Back,Hermione Granger,I want to go and see Xenophilius Lovegood.,7
6548,Harry Potter and the Deathly Hallows Part 1,Lighting the Way Back,Harry Potter,Sorry?,7
6549,Harry Potter and the Deathly Hallows Part 1,Lighting the Way Back,Hermione Granger,See this?  It's a letter Dumbledore wrote to Grindelwald. Look at the signature.  It's the mark again.,7
6550,Harry Potter and the Deathly Hallows Part 1,Lighting the Way Back,Hermione Granger,It keeps cropping up.  Here.  In Beedle the Bard.  In the graveyard in Godric's Hollow -- what?,7
6551,Harry Potter and the Deathly Hallows Part 1,Lighting the Way Back,Harry Potter,Jesus.  It was there too.,7
6552,Harry Potter and the Deathly Hallows Part 1,Lighting the Way Back,Hermione Granger,Where?,7
6553,Harry Potter and the Deathly Hallows Part 1,Lighting the Way Back,Harry Potter,Outside Gregorovitch's wand shop. on the alley wall...,7
6554,Harry Potter and the Deathly Hallows Part 1,Lighting the Way Back,Ron Weasley,But what does it mean?,7
6555,Harry Potter and the Deathly Hallows Part 1,Lighting the Way Back,Hermione Granger,"Harry, you don't have a clue where the next Horcrux is.  And neither do I.  But this, this means something.  I'm sure of it.",7
6556,Harry Potter and the Deathly Hallows Part 1,Lighting the Way Back,Ron Weasley,I think Hermione's right.  I think we ought to go and see Lovegood. What say we vote on it?  Those in favor...,7
6557,Harry Potter and the Deathly Hallows Part 1,Lighting the Way Back,Ron Weasley,"Sorry, Harry.  Looks like it's Hermione and me this time.",7
6558,Harry Potter and the Deathly Hallows Part 1,Lighting the Way Back,Harry Potter,"Not still mad at him, are you?",7
6559,Harry Potter and the Deathly Hallows Part 1,Lighting the Way Back,Hermione Granger,I'm always mad at him.,7
6560,Harry Potter and the Deathly Hallows Part 1,The Three Brothers,Ron Weasley,Luna?,7
6561,Harry Potter and the Deathly Hallows Part 1,The Three Brothers,Harry Potter,Luna.,7
6562,Harry Potter and the Deathly Hallows Part 1,The Three Brothers,Hermione Granger,Luna.,7
6563,Harry Potter and the Deathly Hallows Part 1,The Three Brothers,Ron Weasley,Keep off the dirigible plums.,7
6564,Harry Potter and the Deathly Hallows Part 1,The Three Brothers,Xenophilius Lovegood,What is it? Who are you? What do you want --,7
6565,Harry Potter and the Deathly Hallows Part 1,The Three Brothers,Harry Potter,"Hello, Mr. Lovegood.  I'm Harry Potter.  We met a few months back?",7
6566,Harry Potter and the Deathly Hallows Part 1,The Three Brothers,Harry Potter,"Would it be okay if we came in? It won't take long, sir.  I promise.",7
6567,Harry Potter and the Deathly Hallows Part 1,The Three Brothers,Xenophilius Lovegood,Excuse me.,7
6568,Harry Potter and the Deathly Hallows Part 1,The Three Brothers,Xenophilius Lovegood,"So.  What brings you here, Mr. Potter?",7
6569,Harry Potter and the Deathly Hallows Part 1,The Three Brothers,Harry Potter,"Well, sir, we need some help.",7
6570,Harry Potter and the Deathly Hallows Part 1,The Three Brothers,Xenophilius Lovegood,"Ah.  Help.  I see.  Yes, well, the thing is, helping Harry Potter, rather dangerous these days...",7
6571,Harry Potter and the Deathly Hallows Part 1,The Three Brothers,Ron Weasley,Aren't you the one who keeps telling everyone it's their first duty to help Harry?,7
6572,Harry Potter and the Deathly Hallows Part 1,The Three Brothers,Xenophilius Lovegood,"I have expressed that view, yes. In the past.  Would you excuse me one moment.  I shall return shortly and, um, try to help you...",7
6573,Harry Potter and the Deathly Hallows Part 1,The Three Brothers,Harry Potter,What's going on here?,7
6574,Harry Potter and the Deathly Hallows Part 1,The Three Brothers,Ron Weasley,"He's mental.  Let's face it. Luna's always good value, but she's nutty as squirrel poo.",7
6575,Harry Potter and the Deathly Hallows Part 1,The Three Brothers,Hermione Granger,Do you see that?,7
6576,Harry Potter and the Deathly Hallows Part 1,The Three Brothers,Ron Weasley,"Well, yeah, of course.  It's massive, isn't it?",7
6577,Harry Potter and the Deathly Hallows Part 1,The Three Brothers,Hermione Granger,No!  Don't go near it!,7
6578,Harry Potter and the Deathly Hallows Part 1,The Three Brothers,Hermione Granger,It's an Erumpent horn.  It's a Class B Tradeable Material.,7
6579,Harry Potter and the Deathly Hallows Part 1,The Three Brothers,Ron Weasley,"Yeah, all right...",7
6580,Harry Potter and the Deathly Hallows Part 1,The Three Brothers,Xenophilius Lovegood,May I offer you all an infusion of Gurdyroots? We make it ourselves.,7
6581,Harry Potter and the Deathly Hallows Part 1,The Three Brothers,Hermione Granger,"Where is Luna, sir?",7
6582,Harry Potter and the Deathly Hallows Part 1,The Three Brothers,Xenophilius Lovegood,"Luna?  Oh, um, she'll be along. Now how can I help you, Mr. Potter?",7
6583,Harry Potter and the Deathly Hallows Part 1,The Three Brothers,Harry Potter,"Well, sir, it's about something you were wearing around your neck at the wedding.  A symbol...",7
6584,Harry Potter and the Deathly Hallows Part 1,The Three Brothers,Xenophilius Lovegood,You mean this?,7
6585,Harry Potter and the Deathly Hallows Part 1,The Three Brothers,Harry Potter,"Yes!  Exactly.  What we wondered, sir, is, well, what is it?",7
6586,Harry Potter and the Deathly Hallows Part 1,The Three Brothers,Xenophilius Lovegood,"What is it?  Well, it's the sign of the Deathly Hallows, of course.",7
6587,Harry Potter and the Deathly Hallows Part 1,The Three Brothers,Harry Potter,The what?,7
6588,Harry Potter and the Deathly Hallows Part 1,The Three Brothers,Ron Weasley,The what?,7
6589,Harry Potter and the Deathly Hallows Part 1,The Three Brothers,Hermione Granger,The what?,7
6590,Harry Potter and the Deathly Hallows Part 1,The Three Brothers,Xenophilius Lovegood,The Deathly Hallows.  I assume you're all familiar with 'The Tale of the Three Brothers?',7
6591,Harry Potter and the Deathly Hallows Part 1,The Three Brothers,Hermione Granger,Yes.,7
6592,Harry Potter and the Deathly Hallows Part 1,The Three Brothers,Ron Weasley,Yes.,7
6593,Harry Potter and the Deathly Hallows Part 1,The Three Brothers,Harry Potter,No.,7
6594,Harry Potter and the Deathly Hallows Part 1,The Three Brothers,Hermione Granger,It's in here.,7
6595,Harry Potter and the Deathly Hallows Part 1,The Three Brothers,Xenophilius Lovegood,"Well, there's no real reason to go on unless one is familiar with the tale.  Why don't you read it aloud, Miss...?",7
6596,Harry Potter and the Deathly Hallows Part 1,The Three Brothers,Hermione Granger,"Granger.  Well... all right. There were once three brothers who were traveling along a lonely, winding road at twilight --",7
6597,Harry Potter and the Deathly Hallows Part 1,The Three Brothers,Ron Weasley,Midnight.  Mum always said midnight. But twilight's fine.  Better actually.,7
6598,Harry Potter and the Deathly Hallows Part 1,The Three Brothers,Hermione Granger,"In time, the brothers reached a river too treacherous to pass...",7
6599,Harry Potter and the Deathly Hallows Part 1,The Three Brothers,Xenophilius Lovegood,"Well, there you are.  Those are the Deathly Hallows.",7
6600,Harry Potter and the Deathly Hallows Part 1,The Three Brothers,Harry Potter,Sorry... I still don't really understand...,7
6601,Harry Potter and the Deathly Hallows Part 1,The Three Brothers,Xenophilius Lovegood,The Elder Wand...,7
6602,Harry Potter and the Deathly Hallows Part 1,The Three Brothers,Xenophilius Lovegood,The Resurrection Stone...,7
6603,Harry Potter and the Deathly Hallows Part 1,The Three Brothers,Xenophilius Lovegood,... then encloses both in a TRIANGLE. The Cloak of Invisibility. Together... they make the Deathly Hallows.  Together... they make one master of Death.,7
6604,Harry Potter and the Deathly Hallows Part 1,The Three Brothers,Hermione Granger,"Mr. Lovegood, does the Peverell family have anything to do with the Deathly Hallows?",7
6605,Harry Potter and the Deathly Hallows Part 1,The Three Brothers,Xenophilius Lovegood,Ignotus and his brothers Cadmus and Antioch are thought to be the original owners of the Hallows and therefore the inspiration for the story.,7
6606,Harry Potter and the Deathly Hallows Part 1,The Three Brothers,Xenophilius Lovegood,"Ah, but your tea's grown cold. Excuse me, I'll be right back.",7
6607,Harry Potter and the Deathly Hallows Part 1,The Deathly Hallows,Ron Weasley,"Let's get out of here once he's back.  I'm not touching this stuff, hot or cold.",7
6608,Harry Potter and the Deathly Hallows Part 1,The Deathly Hallows,Harry Potter,Which one would you choose if you could?  Of the Deathly Hallows?,7
6609,Harry Potter and the Deathly Hallows Part 1,The Deathly Hallows,Hermione Granger,"It's obvious, isn't it?",7
6610,Harry Potter and the Deathly Hallows Part 1,The Deathly Hallows,Ron Weasley,The Wand.,7
6611,Harry Potter and the Deathly Hallows Part 1,The Deathly Hallows,Hermione Granger,The Cloak.,7
6612,Harry Potter and the Deathly Hallows Part 1,The Deathly Hallows,Harry Potter,The Stone.,7
6613,Harry Potter and the Deathly Hallows Part 1,The Deathly Hallows,Ron Weasley,"You're supposed to say the Cloak, but who wants to spend all day being invisible.  Dead boring if you ask me.  But an unbeatable wand!",7
6614,Harry Potter and the Deathly Hallows Part 1,The Deathly Hallows,Hermione Granger,Its owner grew drunk with power and was murdered.,7
6615,Harry Potter and the Deathly Hallows Part 1,The Deathly Hallows,Ron Weasley,"Yeah, but imagine what a short wicked life you'd lead.",7
6616,Harry Potter and the Deathly Hallows Part 1,The Deathly Hallows,Hermione Granger,"Why the Stone, Harry?",7
6617,Harry Potter and the Deathly Hallows Part 1,The Deathly Hallows,Harry Potter,"Well, you could bring people back, couldn't you?  Mad-Eye. Dumbledore.  Sirius.  Anybody.",7
6618,Harry Potter and the Deathly Hallows Part 1,The Deathly Hallows,Hermione Granger,But according to the story they don't want to come back.  It's all rubbish anyway.  There's no such thing as the Deathly Hallows.,7
6619,Harry Potter and the Deathly Hallows Part 1,The Deathly Hallows,Harry Potter,But I have one.  The Invisibility Cloak my father left me.,7
6620,Harry Potter and the Deathly Hallows Part 1,The Deathly Hallows,Hermione Granger,There have always been Cloaks --,7
6621,Harry Potter and the Deathly Hallows Part 1,The Deathly Hallows,Ron Weasley,Not like Harry's.  I've seen a fair few.  Dad used to bring home the ones the Ministry confiscated from petty thieves and the like. They always got holes or tears. Harry's is different.  It's perfect.,7
6622,Harry Potter and the Deathly Hallows Part 1,The Deathly Hallows,Harry Potter,"And I think I've actually held the Resurrection Stone in my hands, that night in Dumbledore's office when he showed me the ring he'd destroyed, the Horcrux.  It had a symbol on it.  Now I think it was the mark of the Hallows.",7
6623,Harry Potter and the Deathly Hallows Part 1,The Deathly Hallows,Hermione Granger,"Mr. Lovegood.  Thank you, sir --",7
6624,Harry Potter and the Deathly Hallows Part 1,The Deathly Hallows,Ron Weasley,You forgot the water.,7
6625,Harry Potter and the Deathly Hallows Part 1,The Deathly Hallows,Xenophilius Lovegood,The water?,7
6626,Harry Potter and the Deathly Hallows Part 1,The Deathly Hallows,Ron Weasley,For the tea.,7
6627,Harry Potter and the Deathly Hallows Part 1,The Deathly Hallows,Xenophilius Lovegood,"Did, didn't I?  How silly of me.",7
6628,Harry Potter and the Deathly Hallows Part 1,The Deathly Hallows,Hermione Granger,"No matter, sir.  We really ought to be go--",7
6629,Harry Potter and the Deathly Hallows Part 1,The Deathly Hallows,Xenophilius Lovegood,"No, you mustn't --",7
6630,Harry Potter and the Deathly Hallows Part 1,The Deathly Hallows,Harry Potter,Sir?,7
6631,Harry Potter and the Deathly Hallows Part 1,The Deathly Hallows,Xenophilius Lovegood,"You're my only hope.  They were angry, you see, about what I'd been writing, so they took her. They took my Luna... But it's really you they want...",7
6632,Harry Potter and the Deathly Hallows Part 1,The Deathly Hallows,Harry Potter,"Who took her, sir?",7
6633,Harry Potter and the Deathly Hallows Part 1,The Deathly Hallows,Xenophilius Lovegood,Him.  Surely you call him You-Know- Who.  But his real name of course is... Voldemort.,7
6634,Harry Potter and the Deathly Hallows Part 1,The Deathly Hallows,Ron Weasley,Nooooooooo!,7
6635,Harry Potter and the Deathly Hallows Part 1,The Deathly Hallows,Xenophilius Lovegood,Stop!  I've got him --,7
6636,Harry Potter and the Deathly Hallows Part 1,The Deathly Hallows,Hermione Granger,Ron!  Harry!  Take my hand!,7
6637,Harry Potter and the Deathly Hallows Part 1,The Deathly Hallows,Ron Weasley,That treacherous old bleeder!  Is there no one we can trust!,7
6638,Harry Potter and the Deathly Hallows Part 1,The Deathly Hallows,Harry Potter,They've kidnapped Luna because he supported me.  He was just desperate.,7
6639,Harry Potter and the Deathly Hallows Part 1,The Deathly Hallows,Ron Weasley,I'll do the enchantments.,7
6640,Harry Potter and the Deathly Hallows Part 1,The Deathly Hallows,Scabior,"Hello, beautiful.",7
6641,Harry Potter and the Deathly Hallows Part 1,The Deathly Hallows,Gellert Grindelwald,"Ah, Tom, I thought you would come one day.  But surely you must know I no longer have what you seek...",7
6642,Harry Potter and the Deathly Hallows Part 1,The Deathly Hallows,Voldemort,"If not you, then who?",7
6643,Harry Potter and the Deathly Hallows Part 1,The Deathly Hallows,Gellert Grindelwald,"You're so innocent, Tom.  Like a schoolboy.  There's so much you don't understand...",7
6644,Harry Potter and the Deathly Hallows Part 1,The Deathly Hallows,Voldemort,"Tell me, Grindelwald.  Tell me where to find it!  Tell me who possesses it!  The name, Grindelwald!  The name!",7
6645,Harry Potter and the Deathly Hallows Part 1,The Deathly Hallows,Gellert Grindelwald,"Can't you guess, Tom?  It lies with him, of course.  Buried within the earth.  It is he who possesses it, even in death.  Your old friend and mine... Dumbledore.",7
6646,Harry Potter and the Deathly Hallows Part 1,The Deathly Hallows,Harry Potter,They exist.  The Hallows.,7
6647,Harry Potter and the Deathly Hallows Part 1,The Deathly Hallows,Harry Potter,"But he only wants the one, the last one.  That's what he's been looking for.",7
6648,Harry Potter and the Deathly Hallows Part 1,The Deathly Hallows,Hermione Granger,What're you saying?,7
6649,Harry Potter and the Deathly Hallows Part 1,The Deathly Hallows,Harry Potter,"He knows where it is, You-Know- Who.  He'll have it by the end of the night.  He's found the Elder Wand.",7
6650,Harry Potter and the Deathly Hallows Part 1,Snatchers Strike,Ron Weasley,Don't touch her!,7
6651,Harry Potter and the Deathly Hallows Part 1,Snatchers Strike,Hermione Granger,Stop it!,7
6652,Harry Potter and the Deathly Hallows Part 1,Snatchers Strike,Scabior,"Your boyfriend'll get worse than that if he doesn't behave, lovely.",7
6653,Harry Potter and the Deathly Hallows Part 1,Snatchers Strike,Scabior,"What happened to you, ugly?",7
6654,Harry Potter and the Deathly Hallows Part 1,Snatchers Strike,Scabior,What's your name?,7
6655,Harry Potter and the Deathly Hallows Part 1,Snatchers Strike,Harry Potter,Dudely.  Vernon Dudley.,7
6656,Harry Potter and the Deathly Hallows Part 1,Snatchers Strike,Scabior,"Check the list.  And you, ginger?",7
6657,Harry Potter and the Deathly Hallows Part 1,Snatchers Strike,Ron Weasley,Stan Shunpike.,7
6658,Harry Potter and the Deathly Hallows Part 1,Snatchers Strike,Scabior,Like 'ell you are.  We know skinny Stan.  Try again.,7
